"meta:instanceID","StartTime","Device","previos:entrevistador","previos:regiao","idade:idade","social:sexo","social:renda","social:escolaridade","social:cor","social:religiao","frases:frases1","frases:frases2","frases:frases3","frases:frases4","frases:frases5","frases:frases6","frases:frases7","frases:frases8","frases:frases9","frases:frases10","frases:frases11","frases:frases12","frases:frases13","frases:frases14","frases:frases15","frases:frases16","frases:frases17","frases:frases18","frases:frases19","frases:frases20","frases:frases21","informacoes:informacao1","informacoes:informacao2","informacoes:informacao3","informacoes:informacao4","informacoes:manifestacao1","informacoes:manifestacao2","informacoes:manifestacao3","informacoes:manifestacao4","informacoes:esquerda1","informacoes:esquerda2","informacoes:conservador"
"uuid:f5962f23-5d78-4baf-a3fd-c60f937fb1ee","Sat Oct 15 20:52:42 UTC 2016","42e38a977afec3bd","Hudson","sul 2","31",,"até R$ 1.760","fundamental incompleto","parda","evangélica não pentecostal","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","nada","pouco","muito","pouco","não","não","não","não","nada disso","não sei","um pouco conservador(a)"
"uuid:960f0a4f-5404-4104-b61d-8bf1f863777a","Sat Oct 15 21:02:21 UTC 2016","42e38a977afec3bd","Hudson","sul 2","31","Masculino",,"médio completo","branca","nenhuma","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não","não sei",,"muito conservador(a)"
"uuid:8b58549d-7f1b-445f-aea3-49b5d72c2eaa","Sat Oct 15 21:08:25 UTC 2016","42e38a977afec3bd","Hudson","sul 2","55","Feminino",,"fundamental incompleto","parda","católica","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não sei","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não sei","não sei","nada","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:e2fb9dc4-f5bb-4cc7-aec1-4282f5ab2113","Sat Oct 15 21:21:12 UTC 2016","42e38a977afec3bd","Hudson","sul 2","17","Masculino","de R$ 2.640 a R$ 4.400","médio incompleto","parda","nenhuma","não concorda","não sei","concorda","concorda","concorda","não sei","concorda","não sei","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","concorda","concorda","não concorda","não concorda","não sei","pouco","nada","nada","nada","não","não","não","não","não sei",,"um pouco conservador(a)"
"uuid:58574f7c-b5f7-434a-8ee5-da9b428d4b19","Thu Oct 13 23:06:37 UTC 2016","30b4341d5edd5f9f","Teste","sul 2","0",,,,,,"não concorda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"uuid:2d623bb9-9b0f-49c9-906d-2f9acc6e5418","Thu Oct 13 23:54:45 UTC 2016","30b4341d5edd5f9f","Teste","leste 1","19",,"de R$ 2.640 a R$ 4.400","superior incompleto","parda","outra","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não concorda","não concorda","não concorda","muito","pouco","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:ed8334c5-6c6c-4a9f-869a-6c2ad7d3da66","Sat Oct 15 17:37:31 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","23","Feminino","até R$ 1.760","superior incompleto","preta","evangélica pentecostal","concorda","concorda","não concorda","concorda","não sei","concorda","não sei","concorda","não concorda","não concorda","não concorda","concorda","não concorda","não sei","concorda","não sei","concorda","não concorda","não concorda","não sei","não sei","nada","nada","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:993dea2a-4e22-4d90-b1b0-793485b4f5b9","Sat Oct 15 17:45:59 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","33","Masculino","de R$ 8.800 a R$ 17.600","superior completo","branca","espírita/kardecista","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não sei","não concorda","concorda","não concorda","não concorda","não sei","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","pouco","nada","muito","nada","não","não","não","sim","de centro","mais de esquerda","um pouco conservador(a)"
"uuid:ff93894e-bee4-4346-8d8d-fe6f1911813e","Sat Oct 15 17:53:31 UTC 2016","30b4341d5edd5f9f","LUIZ","norte 1","20","Masculino","de R$ 1.760 a R$ 2.640","médio completo","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","muito","nada","muito","nada","não","não","não","não","de centro","mais de esquerda","um pouco conservador(a)"
"uuid:15d93942-1b0f-499f-a1da-82f1753f7e1d","Sat Oct 15 18:08:17 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","18","Masculino","até R$ 1.760","médio incompleto","parda","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","muito","pouco","muito","pouco","sim","sim","não","não","nada disso",,"nada conservador(a)"
"uuid:12330877-69fa-4807-bb1a-cc9850b86b6b","Sat Oct 15 18:22:32 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","35","Feminino","de R$ 2.640 a R$ 4.400","superior completo","preta","católica","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","não sei","concorda","concorda","muito","muito","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:86779737-7ace-4703-85d3-76f41cbfe8bb","Sat Oct 15 18:33:14 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","30","Feminino","de R$ 4.400 a R$ 8.800","superior incompleto","preta","evangélica não pentecostal","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","pouco","pouco","pouco","não","não","não","não","de direita",,"nada conservador(a)"
"uuid:761bc795-af04-4352-8a68-7496f5a38a01","Sat Oct 15 18:39:27 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","22","Feminino","de R$ 2.640 a R$ 4.400","superior completo","branca","evangélica não pentecostal","não concorda","não sei","não sei","não sei","concorda","não concorda","concorda","não concorda","não concorda","não sei","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","não sei","pouco","pouco","nada","pouco","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:7bfc2f62-cae6-4a43-b226-a4e9dd721cb9","Sat Oct 15 18:46:15 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","50","Feminino",,,"branca",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","muito","pouco","nada","não","não","não","não",,,
"uuid:904de00d-07e7-45a3-8685-95d62523dbe2","Sat Oct 15 18:58:11 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","67","Masculino","de R$ 8.800 a R$ 17.600","médio completo","branca","católica","não concorda","concorda","concorda","concorda","concorda","não sei","concorda","não sei","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","pouco","pouco","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:c8412651-7cad-4d1a-9bde-9d6ebc203627","Sat Oct 15 19:08:43 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","28","Masculino","de R$ 4.400 a R$ 8.800","superior incompleto","branca","evangélica pentecostal","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","muito","pouco","pouco","pouco","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:a6fd6493-7e0e-480a-aefe-7bab4ac1b9c9","Sat Oct 15 19:16:02 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","40","Masculino","de R$ 2.640 a R$ 4.400","superior completo","branca","católica","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","muito","muito","pouco","pouco","sim","sim","não","não","de centro","mais de direita","nada conservador(a)"
"uuid:4d94b49e-a50e-4ee0-aff9-351260866686","Sat Oct 15 19:27:29 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","56","Masculino","de R$ 2.640 a R$ 4.400","fundamental incompleto","parda","evangélica não pentecostal","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não sei","concorda","não sei","concorda","concorda","não concorda","concorda","não concorda","não concorda","nada","nada","nada","nada","não","não","não","não","não sei",,"um pouco conservador(a)"
"uuid:444d7420-e49b-4766-8cf5-4662b68cf629","Sat Oct 15 19:37:08 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","19","Masculino","de R$ 1.760 a R$ 2.640","superior incompleto","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","muito","pouco","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:4081a697-3271-47ab-8a8e-b07755b4dcc8","Sat Oct 15 19:42:49 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","24","Masculino","de R$ 4.400 a R$ 8.800","superior completo","branca","católica","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","muito","pouco","muito","pouco","sim","sim","não","não","de direita",,"muito conservador(a)"
"uuid:9b0a5008-8521-4938-a7b5-1096a80f44db","Sat Oct 15 19:58:14 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","34","Feminino","de R$ 2.640 a R$ 4.400","superior completo","branca","evangélica pentecostal","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","concorda","não sei","muito","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:4f5d22dd-3c8c-4ae7-a348-e8a794ac6ee7","Sat Oct 15 20:04:47 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","31","Masculino","de R$ 2.640 a R$ 4.400","médio incompleto","preta","judaica","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","muito","pouco","muito","muito","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:9ba15132-4315-4565-af82-6acfacf59a23","Sat Oct 15 20:10:49 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","20","Masculino","de R$ 2.640 a R$ 4.400","superior incompleto","parda","nenhuma","não concorda","não sei","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não sei","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","muito","nada","muito","muito","sim","não","sim","sim","de esquerda",,"um pouco conservador(a)"
"uuid:ffa4820c-c1ae-4913-beec-956a81f48dcb","Sat Oct 15 20:59:53 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","47","Masculino","de R$ 4.400 a R$ 8.800","superior incompleto","branca","espírita/kardecista","não concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não sei","muito","nada","muito","nada","não","não","não","não","de centro","mais de esquerda","muito conservador(a)"
"uuid:8fcea697-8110-47f8-b886-e9b6a206d15f","Sat Oct 15 21:14:32 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","64","Masculino",,,"parda","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","pouco","nada","não","não","não","não",,,
"uuid:2db02713-468b-4c1c-8dff-c062beead691","Sat Oct 15 21:30:52 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","37","Masculino","de R$ 1.760 a R$ 2.640","superior completo","branca","nenhuma","concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não sei","concorda","concorda","não concorda","concorda","concorda","não sei","concorda","concorda","não concorda","não concorda","concorda","nada","pouco","pouco","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:67aa653e-714f-490b-aad6-0be11c27d921","Sat Oct 15 23:19:00 UTC 2016","30b4341d5edd5f9f","Luiz","norte 1","22","Feminino",,,"branca","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:8f32d355-2810-48bb-8687-b4554cea9ef8","Sat Oct 15 18:24:09 UTC 2016","d267129b961124d4","Lucas","oeste 1","19","Masculino",,"superior incompleto","branca","católica","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","muito","muito","muito","nada","sim","não","não","sim","nada disso",,"nada conservador(a)"
